id_sortie,date_unix,date,titre,massif,denivele,skiabilite_score,skiabilite_label,conditions_text,recit_text,summit_name,summit_altitude,summit_lat,summit_lon,topo_id,temp_max,temp_min,precipitation_mm,wind_max_kmh,snowfall_cm,cloud_cover_%,cloud_low_%,cloud_mid_%,cloud_high_%,temp_max_7d_avg,precipitation_7d_sum,snowfall_7d_sum,days_since_last_snow,topo_orientation,topo_slope_max_deg,topo_difficulty,topo_denivele,date_dt,day_of_week,month,is_weekend,season,temp_range,is_freezing,is_snowing,cloud_total_%,summit_altitude_clean,altitude_category
172938,1716501600,2024-05-23,"Dôme des Ecrins, Couloir Mayer-Dibona",Ecrins,2040,3,Bonne,"Météo/températures : Beau puis dégradation nuageuse<br>Conditions d'accès/altitude du parking : Bérarde<br>Altitude de chaussage/déchaussage : chaussage 2350m / déchaussage 2100m via la rive gauche<br>Conditions pour le ski :&nbsp;<div>Niche : vitre/glace, non skiée</div><div>Couloir : poudre sur fond légèrement croûté, passages en neige couic, quelques veines goulottées. Assez skiant</div><div>Goulotte d'accès : 2 ressauts glace, très creusée, non skiée</div><div>Glacier : 3cm sur fond dur, super agréable, puis transfo, puis névé sur le bas.<br><br>Conditions nivo et activité avalancheuse : RAS ce jour mais la moitié inf. du couloir a purgé via une énorme plaque il y a 15j<br></div><div>Spindrifts en continu</div>","Avec l'info que la niche est bien remplie, c'est l'occasion de retourner au Mayer-Dibona neuf ans après, avec l'objectif de tout skier de haut en bas.<div><br></div><div>Malheureusement la goulotte d'accès est totalement défoncée avec des ressauts en glace, et la niche sommitale est en vitre infâme (nous y avons fait un aller-retour en crampons). Dommage pour le ski intégral ! Le couloir en lui-même était plutôt bon. Difficile de trouver les bonnes conditions de haut en bas dans cette ligne qui a une propension élevée à goulotter.</div><div><br></div><div>Ca reste une belle journée de glisse dans une vraie ambiance face nord.</div>",Dôme des Ecrins,4015,44.9243,6.35337,4068,6.8,1.3,6.4,6.1,0.0,87.3,,,,9.214285714285714,37.3,10.0,6.0,NW,,5.4,2040,2024-05-23,3,5,0,spring,5.5,0,0,0.0,4015.0,very_high
172937,1716328800,2024-05-21,Tromsdalstinden sous le soleil de minuit,Mainland Tromso (Norvège),1080,2,Correcte,"Météo/températures : 11 °C en ville<br>Conditions d'accès/altitude du parking : sec jusqu'au bout de la boucle de ski de fond (Dalheim), seule la piste est en neige jusqu'au cirque (Dalbotn), le haut est skiable en continu mais va se scinder en névés d'ici quelques jours...<br>Altitude de chaussage/déchaussage : 100 m<br>Conditions pour le ski : le manteau oscille entre transformé et pourri, la neige est lourde tout du long, mais ça reste acceptable<br><br>Conditions nivo et activité avalancheuse : neige très transformée, traces de petites coulées des jours précédents (fort redoux)","<div>La neige ayant fondu à vitesse grand V, l'été semble enfin arriver, alors il est temps de faire une dernière sortie avant de laisser les skis pour les coinceurs... Et maintenant que je suis sur le continent et plus sur l'île, il devient envisageable de partir du pas de ma porte ! L'obscurité ayant eu la grâce de nous quitter pour un bon moment, il n'y a plus vraiment de contraintes horaires, et je décide de partir au soir pour profiter du soleil de minuit au sommet sur mes planches.</div><div>L'objectif du jour (enfin de la nuit (enfin du jour mais vous avez compris)) est le Tromsdalstind qui trône, toujours blanc, au fond du jardin pour ainsi dire. Il faut quand même compter une heure d'approche en baskets pour gagner le front de neige, mais le vent est nul, l'air est doux et les oiseaux chantent... La montée est interrompue par quelques courts déchaussages annonciateurs de la fin de saison. Et, par une curieuse synchronisation qu'on attribuera à ces étranges météores qui peuplent les cieux hyperboréens, l'arrivée au cairn sommital se fait à minuit précises, face aux feux du soleil nocturne que traverse l'une des nombreuses aiguilles de nuages qui flottent tranquillement au loin sur la mer de Barentsz...</div><div>Le vent qui se renforce met un terme au lyrisme, la redescente est un peu pénible car la neige est très lourde, mais en tricotant beaucoup le long du torrent j'arrive à redescendre jusqu'à Dalheim sans jamais déchausser. Une autre heure de marche pour revenir à la maison, et c'est enfin une plâtrée de pâtes pour conclure cette sortie bien tardive !<br></div><div>Montée 3h30, total 5h30<br></div>",Tromsdalstinden,1238,69.6071,19.1458,8950,5.2,-0.8,2.934,15.3,8.0,76.3,,,,10.385714285714286,16.512,71.0,0.0,NW,,2.2,1200,2024-05-21,1,5,0,spring,6.0,0,1,0.0,1238.0,low
172936,1716501600,2024-05-23,Grande Ciam' en AR par la face Nord et boucle par la Piatou !!,Alpes Grées S,2241,5,Inconnue,Météo/températures : qqs éclaircies mais parfois dans les nuages... Belle fenêtre pour la descente de la face Nord. Mais dans les nuages à la Piatou...<br>Conditions d'accès/altitude du parking : l'Ecot route noire...<br>Altitude de chaussage/déchaussage : 2300m (car plus efficace à pied !) / 2100m à la descente&nbsp;<br>Conditions pour le ski : Quasi tout en poudre dans la face Nord (qqs portions un poil croûtée). 4*<div>Excellente poudre humide sur fond dur sous la face Nord 5*</div><div>Bonne moquette pour la descente de la Piatou. 4*&nbsp;</div><div>Neige un peu pourrie vers 2500m puis neige de névé collante. 3*<br>Bref 4* ou 5*...<br>Conditions nivo et activité avalancheuse :&nbsp;<br></div>,"Itinéraire suivi :cf GPS mais tout est dans le titre !!<br>Horaires :4h45 --> 13h<div><br></div><div>Jamais j'aurais imaginé skier cette face Nord de la Grande Ciam'... On devait basculer par là face Est mais le brouillard et les conditions de la face Nord nous ont fait changer de plan...&nbsp;</div><div>Un grand merci à Yannik de nous avoir accompagné et motivé pour ce sommet et cette descente...</div><div><br></div><div>Une superbe journée avec Cédric,&nbsp; Gwenaël et Yannik...🤩🤩👌👌<br><br></div>",,,,,2185,,,,,,,,,,,,,,N,,5.3,1625,2024-05-23,3,5,0,spring,,0,0,0.0,,
172935,1716501600,2024-05-23,"Col du Glacier Noir, Couloir nord",Ecrins,1600,4,Excellente,Météo/températures :&nbsp;<br>Conditions d'accès/altitude du parking : 1850m<br>Altitude de chaussage/déchaussage : 1850m<br>Conditions pour le ski :&nbsp;<br><br>Conditions nivo et activité avalancheuse : RAS Absence de regel au départ. Neige humide et collante. Bon regel sur glacier noir. Puis petite poudrée. Poudre densifiée dans le couloir sur fond irrégulier. Belle poudre au sommet sur 100m )),"Itinéraire suivi : Classique par glacier Noir<br>Horaires : Départ 4h50 sommet 9h50. AR 6 heures. 3h20 du matin, Briançon, pleine lune , ciel clair parsemé de quelques nuages. 4h00 pré de Mme Carle , la pluie scintille sur le pare-brise. Nuages et brouillasse. J’hésite. Attente en voiture. Une luciole se déplace. Bonjour, tu es tout seul ? Oui! Tu vas où ? Au col du glacier noir. Et toi? J’hésite, bascule par le coup de Sabre. J’ai mon parapente. Mais tu voles ou tu fais du skis)) Les deux l’ami !Viens avec moi, je le sens bien ce couloir! &nbsp;Ok! On attend et part vers 5h00.La bruine a cessé. Les nuages se disloquent. Nous marchons sur une rivière avec fond bitumé. Mais le ciel bleu nous tend ses bras tout là haut, une fois atteint le glacier Noir. Un troisième larron s’invite en partie finale sous la rimaye. Il a un surf coupé en deux. C’est top , nous serons 3 pour tracer. Comme les 3 skieurs dont une intrépide &nbsp;demoiselle ;) a l’avoir skié en conditions de rêve &nbsp;samedi dernier! Ah les veinards! La poudre s’est un peu , beaucoup densifiée et le fond du passage final le plus raide est un peu croûté/ glacé. Rien a voir mais cela reste bon. Grand beau au sommet. Descente à Mach 2 pour le surfeur ! Ce couloir est magnifique, bien sauvage. Mon homologue en ski décolle en parapente sous la rimaye pour un petit plouf. Poudreuse royale sous la rimaye , puis glacier en neige dure (10h30) , passage en moquette et neige éponge dégoûtante sur la fin. Il suffisait d’y croire aujourd’hui ! Et décidément, ce cirque du glacier Noir rivalise pour moi en beauté avec le bassin d’Argentière !&nbsp;",Col du Glacier Noir,3478,44.8897,6.3726,1547,6.8,1.3,6.4,6.1,0.0,87.3,,,,9.214285714285714,37.3,10.0,6.0,N,,5.3,1600,2024-05-23,3,5,0,spring,5.5,0,0,0.0,3478.0,high
172934,1716501600,2024-05-23,Sortie nivo au Col des Roches,Vanoise,1200,5,Inconnue,"Météo/températures : Brouillard / faible chutes de neige / Soleil au retour Coté Arc 2000m<br>Conditions d'accès/altitude du parking : ok<br>Altitude de chaussage/déchaussage : 2200<br>Conditions pour le ski : excellentes, poudre hivernale en altitude.<br><br>Conditions nivo et activité avalancheuse : Rien n'a bouché malgré de petites structures de plaque friable au dessus de 3300m","Itinéraire suivi : Arc 2000 / Grand Col / Col des Roches.<br><div>Horaires : 8h/11h30 Montés sous, puis dans les nuages, une mini trouée nous à fait pousser jusqu'au col des roches, mais globalement au dessus de 2900m c'était brouillard à la monté comme à la descente, puis beau à la descente côté Arcs.<br></div><div>Sortie terrain pour analyser les instabilités dans la neigé récente :<br>- A 2900m 5cm de fraîche sur une croûte épaisse puis de la neige mouillée, un peu moins humide en profondeur. Il y a 70cm au dessus de la dernière couche de Sable (vue la densité globale de la neige, cela correspond à 150/200mm d'eau tombés à cette altitude en 1 mois et demis)<br>- A 3060 m 10cm de fraîche sur 2 croûtes (détail dans la vidéo https://www.facebook.com/groups/672811187038439/posts/1219526159033603?locale=fr_FR)<br>- A 3300 m pas de croûte et 25 de fraîche avec quelques structures de plaque fiable (5/10cm).<br>- A 3400 m plus de neige fraîche, structures de plaques un peu plus épaisses</div><div>C'est donc bien stable sous 3250m mais quand ça verra le soleil ça partira des rochers (tailles 1, rarement 2). Au dessus par-contre quelques petites structures de plaques très friables. Plus on monte plus il y a de neige mobilisable. Donc attention aux zones qui prendraient ou auraient pris le vent (on a senti un peu de vent aux 2 cols)...</div><div>Un merci au randonneur de l'Ain qui nous a accompagné sur le haut et fait la photo de l'équipe. <br></div><div>Dernière sortie terrain pour les anciens, les jeunes vont en faire encore une ou deux d'ici la fin des BeRA le 6 juin.<br></div><div><br></div>",Mont Pourri,3779,45.5281,6.8602,,19.1,-0.1,4.4,33.5,0.0,62.5,,,,19.542857142857144,32.1,38.0,6.0,,,,,2024-05-23,3,5,0,spring,19.200000000000003,0,0,0.0,3779.0,high
172933,1716501600,2024-05-23,Alpe d'huez,Grandes Rousses - Arves,1600,3,Bonne,Météo/températures : Beau et chaud nuage en partant à 11h<br>Conditions d'accès/altitude du parking : 2000<br>Altitude de chaussage/déchaussage : 2000/2000<br>Conditions pour le ski : pas si mal neige bien revenu à la descente petite couche de neige fraîche au dessus de 2500m.<br><br>Conditions nivo et activité avalancheuse : ras,Itinéraire suivi :tricotage sur les pistes encore très bien enneigées .Ca chausse à la voiture!<br>Horaires :8h45 11h,,,,,,,,,,,,,,,,,,,,,,,2024-05-23,3,5,0,spring,,0,0,0.0,,
172932,1716501600,2024-05-23,Aiguille d'Orcières fermée,Ecrins,250,1,Médiocre,"Météo/températures : 4 degrés aux Audiberts à 6h30.<br>Conditions d'accès/altitude du parking : RAS<br>Altitude de chaussage/déchaussage : N/A<br>Conditions pour le ski : N/A<br><br>Conditions nivo et activité avalancheuse : très grosse avalanche de neige lourde, arrivée jusqu'en sortie de forêt à 1750.","Itinéraire suivi : <br>Horaires : 6h30 7h15<br>Parti pour l'aiguille d'Orcières; A Orcières je vois qu'une plaque est partie, mais sans réaliser l'ampleur. La plaque est partie d'environ 2500-2600m, fait presque toute la largeur de la face et une grosse épaisseur. L'avalanche est descendue jusqu'en sortie de forêt à 1750, et barre complètement le vallon.",Aiguille d'Orcières,2793,44.6473,6.3355,599,8.7,2.2,5.4,6.8,0.0,87.2,,,,10.942857142857141,25.1,6.0,6.0,N,,3.1,1300,2024-05-23,3,5,0,spring,6.499999999999999,0,0,0.0,2793.0,mid
172929,1716328800,2024-05-21,Roc de Chabriller,Queyras - Alpes Cozie N,1310,4,Excellente,"Météo/températures :<br>65% ciel bleu, 35% nuages.<br>Températures douces.<br>Pas de vent<br><br>Conditions d'accès : longue piste pastorale<br>Altitude du parking : 1900m<br>Altitude de chaussage / déchaussage : 2180m<br><br>Conditions de neige :<br>Neige de névé sous 2300/2400m, neige tansfo au dessus,<br>Regel nocturne superficiel<br>Ski ***/****/***** selon l'heure, l'altitude et l'orientation <br><br><br>Activité avalancheuse :&nbsp; RAS","Itinéraire parcouru : <br>le Cougnet – cabane de Néal – Lac de Néal – Tête Noire – vallon de Pansier – Roc de Chabriller – vallon de Pansier – Tête Noire – col du Lauzon – vallon de Néal - voiture <br>6:05 - 11:25<br><br><br><div>Petite balade matinale, solitaire et contemplative dans les vallons de Néal et de Pansier.</div><div><br></div><div><br></div>",Roc de Chabriller,2581,44.7796,6.65909,,9.9,1.7,2.4,9.7,0.0,68.1,,,,7.185714285714285,56.800000000000004,45.0,4.0,,,,,2024-05-21,1,5,0,spring,8.200000000000001,0,0,0.0,2581.0,mid
172926,1716328800,2024-05-21,Clap de fin au Mont St Sauveur ?,Mercantour - Alpes Maritimes Italiennes,1000,3,Bonne,"Météo/températures : Pluie fine 13 h , beau sans vent de 7h à 10h , beau avec nuage 10h à 12h <br>Conditions d'accès/altitude du parking :&nbsp;<br>Altitude de chaussage/déchaussage : Au niveau du TS de la Génesserie <br>Conditions pour le ski : Bon regel , Top moquette sur le haut jusqu'à env 2300-2400m , neige collante jusqu’au TS St Sauveur puis névé collante <br><br>Conditions nivo et activité avalancheuse : RAS","<div>Trop déçu de finir notre saison 2024 sur une fausse note à la Bonette le 16/05 !! Une neige infâme, une météo nous mettant un but au col de Restefond, qlq coulées et bcp de coup de bâtons pour retourner à la voiture ...&nbsp;</div><div><br></div><div>Nous décidons donc de retenter notre chance , décision hier matin sur message exprès de Ludo ;)</div><div><br></div><div>Comment sur une année record comme celle là , pas de foire à la moquette au mois de Mai ?? <br></div><div><br></div><div>Et bien si!!!!!&nbsp; Merci 2024 encore !!! le bra en parle et c'est vrai , le regel est là à 7h au rendez vous ^^ Le reste c'est du classique, avec comme variante la montée finale en crampons.</div><div><br></div><div>Une si bonne moquette et de si belles marches ( Merci Matt;) ..... On se la refait ^^ <br></div><div><br></div><div>12H à la voiture, enfin au Van ;) Canapé petit fours et discussion sur cette belle saison, pensée pour les amis skitouriens du 06 of course ! <br></div>",Mont Saint Sauveur,2711,44.1644,7.1344,1641,24.5,13.5,0.0,34.0,0.0,55.1,,,,19.24285714285714,33.5,0.0,,N,35.0,2.3,900,2024-05-21,1,5,0,spring,11.0,0,0,0.0,2711.0,mid
172925,1716328800,2024-05-21,Barre des Ecrins- Barre Noire - Grandes Sagnes,Ecrins,2380,4,Excellente,"Météo/températures : Grand beau puis nuage de plus en plus présents.<br>Conditions d'accès/altitude du parking : parking avant le pont du ban.<br>Altitude de chaussage/déchaussage : chaussage au refuge du pré.<br>Conditions pour le ski : excellentes dans la face Nord de la Barre, poudreuse (20/30cm) sans traces. Le coulour de Grandes Sagnes était étonnamment bon et lisse sur la moitié supérieure.<br><br>Conditions nivo et activité avalancheuse : effondrement suivi d'une belle propagation au passage de la rimaye.&nbsp;","<br><div>Il fallait y croire ce matin! Je dors au parking et il se met à pleuvoir à 22h. Au réveil (1h00) je sors le nez dehors, il pleut et c'est couvert. J'envoie donc un SMS à Chino et Bérangère en leur disant que je ne viendrais pas mais finalement leur détermination me fera changer d'avis. Arrivé sous le refuge du Glacier Blanc ça se découvre et il se met à faire bien froid, excellent regel... génial. Face Nord de la Barre vierge, top mais la trace fût éprouvante tant pour le premier(e) que pour les suivant car ça zippait à chaque pas. Arrivé à 4000m je chopes des nausées et en passant la rimaye en 3 ème je touche une couche fragile bien enfouie (60/70cm) qui provoque une détonation suivie d'une belle propagation, par réflexe je couche sur l'avant pour éviter de me faire embarquer en arrière mais rien ne bouge... j'hallucine et me demande qu'est ce qu'il se passe quand je réalise que je suis encore au dessus du trou. Demi tour à la vitesse de l'éclair et je stop là, trop d'émotions et de nausées. Bérangère part skier la face Nord du Dôme dans une neige excellente et avec Chino on file sur Barre Noire dans une neige très sympa aussi. Remontée sur Grandes Sagnes, descente du couloir et retour parking sans encombres.&nbsp;</div><div>Une très belle mais dure journée pour moi. Je vais en rester là cette saison, qui fût étonnante de par sa météo mais avec des créneaux exceptionnellement bons mais furtifs.</div><div>Bon été à tous ✌️.</div><div>Prenez soin de vous.</div>",Barre des Ecrins,4102,44.9222,6.3593,12,9.9,2.5,6.9,7.6,0.0,74.8,,,,8.457142857142857,57.8,12.0,4.0,N,,5.2,2300,2024-05-21,1,5,0,spring,7.4,0,0,0.0,4102.0,very_high
172924,1716328800,2024-05-21,Couloir sud/est pointe de la galise,Alpes Grées N,1680,4,Excellente,"Météo/températures : 3° au départ du fornet à 6h20, ciel bouché qui va se dégager vers 8h30 avec de belle éclairci côté français, côté italien grand ciel bleu&nbsp;<br>Conditions d'accès/altitude du parking : route dégagé&nbsp;<br>Altitude de chaussage/déchaussage : 2000/2100<br>Conditions pour le ski : bonne&nbsp;<br><br>Conditions nivo et activité avalancheuse : ça chauffe et ça purge en Sud et Est à partir de 9h-9h30<br><div>Regel absent jusqu'à 3000m côté français et fine couche de neige fraîche qui devient plus importante en altitude&nbsp;</div>","Itinéraire suivi :<br>Horaires :départ 6h20 du fornet, sommet à 9h, fin du couloir à 9h30, sommet col de la vache 10h15 et 11h au pont saint Charles&nbsp;",Pointe de la Galise,3343,45.467,7.1045,4869,23.0,8.5,1.796,15.6,0.0,63.0,,,,12.771428571428572,67.437,0.0,,SE,,5.3,1680,2024-05-21,1,5,0,spring,14.5,0,0,0.0,3343.0,high
172923,1716328800,2024-05-21,Vieux Chaillol,Ecrins,1563,4,Excellente,"Météo/températures : beau, rapidement bourgeonnant (dès 9h) mais pas gênant.&nbsp;<br>Conditions d'accès/altitude du parking :1715m, à l'entrée de la piste&nbsp;<br>Altitude de chaussage/déchaussage : 2200m<br>Conditions pour le ski : bonnes<br><br>Conditions nivo et activité avalancheuse : RAS. manteau printanier avec fin saupoudrage de la nuit. bon regel. neige bien lisse","Itinéraire suivi :sentier d'été jusqu'à la neige puis classique<br>Horaires :5h45-10h45<div>Après un mois et demi à ronger mon frein devant ces conditions d'enneigement exceptionnelles sans pouvoir en profiter, je me décide à aller tester mon épaule sur cette belle classique du coin que je n'ai finalement jamais fait si tard en saison (j'aime pas trop porter sur des courses praticables sans portage). mais vu sa gueule ces derniers jours et la limite d'enneigement pas trop haute, je me laisse tenter sur un des rares bons créneaux météo. Pas décu, temps clément, bonne neige (la skiabilité bonne ne prend pas en compte le portage) et quasi personne. pas un skieur mais juste un piéton, un télémark et moi en surf (qui en ai chié comme un gars avec une épaule en semi-vrac et 6000m de deniv dans l'hiver). Ca a du bon le portage!&nbsp; dédicace à mes guenilles, loupé le Vieux ensemble pour cette année mais on remet ca à l'an prochain pour sûr! En tous cas, vu l'enneigement et la météo à venir, la saison n'est pas finie...<br><br></div>",Vieux Chaillol,3163,44.7356,6.1901,399,11.4,2.6,3.2,9.4,0.0,64.2,,,,9.957142857142857,52.0,8.0,4.0,S,,2.2,1563,2024-05-21,1,5,0,spring,8.8,0,0,0.0,3163.0,high
172922,1716328800,2024-05-21,"Font Sancte, épaule Est, couloir nord",Queyras - Alpes Cozie N,1350,4,Excellente,"Météo/températures : 5° et nuageux à 5h beau à 6h<br>Conditions d'accès/altitude du parking :chaurionde route noire <br>Altitude de chaussage/déchaussage : vers 2100 portage 10min<br><div>Conditions pour le ski : <br></div><div>névé jusqu'au lac regel correcte au dessus dans les contres-pentes E et SE où les chutes de lundi se sont suffisamment humidifiées, croute parfois cassante avec pas d'enfoncement en NE.</div><div>repose dessus 1 à 3cm de neige fraiche des orages de la veilles. moquette **** à la déscente à 9h30<br></div><div>couloir N 5cm sur neige froide très tassée peu d'enfoncement à ski mais plus en crampons et jusqu'au genou dans les 50 derniers mètres.ski ****<br></div><br>Conditions nivo et activité avalancheuse :petites coulées surface dans le couloir ","Itinéraire suivi : Chaurionde, lac, couloir N, idem à la descente.<br>Horaires : 5h30 à 10h<br><div>Arrivé hier soir à 23h sous un ciel bouché comme annoncé. Par contre éclaircies très timides à 5h au réveil pas très encourageant.</div><div>Pas de regel avant le lac (pas grave névé) et pas épais en dessus mais il tiendra bon jusqu'à ma descente à 9h00.</div><div>Bonne surprise dans le couloir très propres et en neige froide. <br></div><div><br></div>","Font Sancte, épaule Est",3275,44.604,6.8049,536,9.0,0.6,2.8,10.8,0.0,68.1,,,,7.028571428571429,53.800000000000004,63.0,4.0,N,,5.2,860,2024-05-21,1,5,0,spring,8.4,0,0,0.0,3275.0,high
172921,1716069600,2024-05-18,Dome de la Sache,Vanoise,2000,4,Excellente,"Météo/températures : chaud chaud !<br>Conditions d'accès/altitude du parking : ras<br>Altitude de chaussage/déchaussage : 2000 m<br>Conditions pour le ski : très bonnes par endroits (sur la majorité du glacier), lourd voir pourri sur les versants E.<br><br>Conditions nivo et activité avalancheuse : regel correct mais pas fantastique,&nbsp; en E ça chauffait très vite. Glacier super bien bouché. Globalement ça skie très bien pour la saison !","Itinéraire suivi : cf topo, passage à l'E des séracs vers 3200 m<br>Horaires : 6h parking, 7h chaussage, 12h sommet, 13h fin de la descente et portage",Dôme de la Sache,3601,45.5108,6.8707,1607,20.1,-0.3,3.3,25.9,0.0,38.1,,,,17.942857142857143,57.4,46.0,1.0,NE,,3.1,2000,2024-05-18,5,5,1,spring,20.400000000000002,0,0,0.0,3601.0,high
172919,1715983200,2024-05-17,"Dôme de la Sache, Couloir SW de la Grande Parei",Vanoise,2300,4,Excellente,"Météo/températures : Beau, s'ennuageant assez vite en journée. Iso 0°C vers 2800m<br>Conditions d'accès/altitude du parking : Route Sèche à la Gurraz 1610m<br>Altitude de chaussage/déchaussage : 1970/1970m<br>Conditions pour le ski : Très bonnes, en NE poudre au-dessus de 3000m puis neige de printemps dans le couloir SW, légèrement goulotté. Les goulottes ne sont pas encore trop creusées. Un peu collante après 13h mais pas pire sur de la neige de névé sous 2500m<br><br>Conditions nivo et activité avalancheuse : RAS, rien vu ce jour. 15/20cm de neige récente en NE qui partent sous les skis dès qu'elle est réchauffée dans les pentes >30°","Itinéraire suivi : Depuis la Gurraz montée par la classique NE de la Sache<br><div>Horaires : 4h45 -> 14h30</div><div><br></div><div>Cela fait un moment que nous souhaitons faire une sortie avec Stéphane (SDX) mais malgré plusieurs échanges nous n'y étions pas encore arrivés (aussi à force d'organiser nos sorties à 22h le vendredi soir, ça n'aide pas pour s'organiser !). On retrouve donc Stéphane à 22h sur le parking de la Gurraz. Après un petit aller et retour au départ du chemin de la Martin pour se rendre compte qu'on sera mieux sur le parking, nous nous installons pour le bivouac. <br></div><div><br></div><div>Samedi matin, le réveil sonne à 4h. Nous prenons notre temps pour le petit dèj' puis nous voyons Stéphane sortir de son camion à 4h30. Petite marche d'approche ponctuée de dépôts d'avalanches, nous trouvons la neige après le passage du ruisseau à 1970m, c'est encore bien continu avec un superbe regel. Glad' et Steph' mettent les couteaux par confort, je poursuis sans, la neige accrochant plutôt bien. L'itinéraire déroule ensuite, ça passe partout. On grimpe sur le glacier extrêmement bien rempli cette année. Encore quelques trous visibles mais ça passe partout. Petit détour au col de la Grande Parei pour observer le couloir. Une goulotte en son centre mais ça ne semble pas si pire. On se dit que les contre-pentes devraient être skiable. SDX se propose pour tracer le raidillon, merci à lui ça brassait ! Au sommet à 11h20 avec 20' de retard sur le planning mais qui s'avèreront bénéfique pour le décaillage du couloir. Quelques photos en haut, une trouée dans le nuage nous permet d'observer la face sud du Pourri avec une pensée pour Manu R qui l'avait skié. Il nous aura d'ailleurs un peu accompagné au travers des récits de Steph'...&nbsp;&nbsp;</div><div><br></div><div>Début de descente poudreux et très agréable sur le dôme avant de retrouver une neige plus lourde dans le verrou. La petite couche de fraiche se fait d'ailleurs la malle au premier virage de ma part. Les autres auront donc le droit à la neige dure dessous :(. On se retrouve au sommet du couloir. La variante raide est défendue par un beau mur de neige, nous choisirons l'option facile par confort. Le couloir est alors bien décaillé à 11h30, je m'y engage suivi de Steph' qui enchaine les virages dedans puis Glad'. Plusieurs goulottes se sont créées dessous mais aucune n'est vraiment profondes et on parvient à les passer assez facilement, c'est même bon entre deux goulottes ! On finit sous le couloir dans une excellente moquette 5* jusqu'au replat dessous. Nous retrouvons ensuite les grands espaces de Tignes désertés des skieurs. La neige orangée de névé prend le relai, un peu plus collante à cause de l'horaire tardif mais ça reste encore agréable. On s'arrête au niveau du chalet de la Sache d'en bas pour une chaude remontée. <br></div><div><br></div><div>Nous choisissons de remonter jusqu'au rocher blanc espérant pouvoir nous laisser glisser de ce point jusqu'au refuge de la Martin. La remontée est un calvaire pour Stéphane qui a ses peaux qui ne veulent plus coller; Passé le petit Rocher Blanc, il s'avèrera que nous devrons refaire un second peautage pour rejoindre le refuge. La journée se termine par quelques virages sous le refuge puis un petit apéro au parking heureux de cette belle boucle. <br></div><div><br></div><div>Merci Steph pour cette sortie ! <br></div>",Dôme de la Sache,3601,45.5108,6.8707,2142,21.1,-2.1,0.3,37.1,0.0,48.4,,,,18.514285714285712,57.1,46.0,0.0,SW,,5.1,1800,2024-05-17,4,5,0,spring,23.200000000000003,0,0,0.0,3601.0,high
172918,1716242400,2024-05-20,Raid à ski Jotunheimen,Jotunheimen (Norvège),5500,4,Excellente,"<div>Route de Leirvassbu fermée 9km après la barrière, même si deneigée jusqu'au refuge.</div>Beau et très chaud. Neige de printemps plutôt bonne en faces nord, pourrie en faces ""chaudes"". Pas de neige en pentes raides sud.<div>Assez facile de déclencher des purges de surface de neige humide. Gérable si pas expo.</div>","Conditions estivales depuis 2-3 semaines en Norvège, combiné à un enneigement difficile cette année. Le weekend de pentecote de 4 jours (merci la fête nationale du 17 mai) nous mène dans le Jotunheimen pour essayer une boucle sur 4 jours, skier des sommets mythiques de la région, certains très peu visités en ski (Uranostinden), d'autres classiques mais magnifiques (Storebjørn, Fannaråki). Refuges non gardés et pas très proches, ca donne un gros sacs et des grosses journées (93 km au total...).
<div>Au final, une belle boucle originale qui permet de faire du bon ski en optimisant les descentes en faces nords et glaciaires. Plein d'autres variantes possibles. Gros contraste entre les 2 premiers tiers ou on a rencontré personne et fait la trace tout le long, et la dernière partie autour de Sognefjellet où les classiques ont été skiée des centaines de fois ce weekend.&nbsp;</div><div>Si vous cherchez des infos ou un guide local en Norvège, n'hésitez à me contacter: https://www.trollheimenskitouring.no/
</div><div><br></div><div>Itinéraire:
</div><div>Jour 1: Leirdalen - Høgvagltindane - Olavsbu
</div><div>Jour 2: Olavsbu - Uranostinden - Skogadalsbøen
</div><div>Jour 3: Skogadalen - Fannaråki - Sognefjellhytta
</div><div>Jour 4: Sognefjellhytta - Krossbu - Storebjørn - Leirdalen</div><div>
</div>",,,,,,,,,,,,,,,,,,,,,,,2024-05-20,0,5,0,spring,,0,0,0.0,,
